date,average,volume,price_in_plex,type_name
2023-12-01,67576.0,5,0.0141106702860722,Medium Proton Smartbomb I
2023-12-01,299900.0,1,0.0626226769680517,Medium Graviton Smartbomb I
2023-12-01,404100.0,1,0.0843808728335769,Medium Graviton Smartbomb II
2023-12-01,945642.86,7,0.1974614449780747,Medium Plasma Smartbomb II
2023-12-01,1650803.23,31,0.3447072937982877,Medium EMP Smartbomb II
2023-12-01,66850000.0,1,13.95907287533932,"GDN-9 ""Nightstalker"" Combat Goggles"
2023-12-01,112366875.0,16,23.4635362288578,Customs Office Gantry
2023-12-01,1497818.18,11,0.3127622008770098,Large Proton Smartbomb I
2023-12-01,3690777.78,9,0.7706781749843391,Large Proton Smartbomb II
2023-12-01,500150.0,2,0.1044372520359156,Large Graviton Smartbomb I
2023-12-01,1010000.0,10,0.2108999791188139,Large Graviton Smartbomb II
2023-12-01,700000.0,1,0.146168302359574,Large Plasma Smartbomb I
2023-12-01,3446000.0,6,0.7195656713301316,Large Plasma Smartbomb II
2023-12-01,689733.33,6,0.144024499895594,Large EMP Smartbomb I
2023-12-01,2652000.0,126,0.5537690540822718,Large EMP Smartbomb II
2023-12-01,600000000.0,1,125.28711630820632,Women's 'Excursion' Pants (black/silver)
2023-12-01,25020.0,2031,0.0052244727500522,X5 Enduring Stasis Webifier
2023-12-01,34960.0,2197,0.0073000626435581,Fleeting Compact Stasis Webifier
2023-12-01,55055000.0,10,11.496136980580497,Odin Synthetic Eye (right/gray)
2023-12-01,13873733.33,15,2.897000068907914,Looking Glass Monocle Interface (right/silver)
2023-12-01,1497000000.0,1,312.5913551889747,Odin Synthetic Eye (left/gray)
2023-12-01,17000.0,824322,0.0035498016287325,Nitrogen Fuel Block
2023-12-01,293600000.0,1,61.30716224681562,Men's 'Sterling' Dress Shirt (black)
2023-12-01,61210000.0,1,12.78137398204218,Men's 'Sterling' Dress Shirt (navy)
2023-12-01,1996000.0,1,0.4167884735852996,Women's 'Sterling' Dress Blouse (black)
2023-12-01,21520000.0,1,4.493631238254332,Women's 'Structure' Skirt (graphite)
2023-12-01,12130000.0,1,2.532887868030904,Women's 'Structure' Skirt (red)
2023-12-01,72900000.0,1,15.222384631447069,Women's 'Minima' Heels (gold)
2023-12-01,1058866.67,3,0.2211039193986218,Women's 'Executor' Coat (black)
2023-12-01,10500000.0,1,2.1925245353936105,Women's 'Executor' Coat (graphite)
2023-12-01,4295000.0,2,0.8968469409062435,Women's 'Executor' Coat (green/gold)
2023-12-01,14330000.0,1,2.992273961160994,Women's 'Executor' Coat (red/gold)
2023-12-01,14740000.0,1,3.077886823971601,Women's 'Executor' Coat (silver)
2023-12-01,1644400.0,5,0.3433702234286907,Women's 'Structure' Dress (black/white)
2023-12-01,5216000.0,25,1.0891626644393402,Dual Heavy Pulse Laser II
2023-12-01,779100.0,1,0.1626853205262058,Men's 'Commando' Pants (blue)
2023-12-01,7915.0,2,0.0016527458759657,Men's 'Commando' Pants (red/black)
2023-12-01,15780000.0,1,3.295051158905826,Men's 'Lockstep' Boots (true black)
2023-12-01,675100.0,5,0.1409688870327834,Men's 'Trench' Boots (gray)
2023-12-01,12630000.0,1,2.6372937982877427,Men's 'Form' T-shirt (black)
2023-12-01,66350000.0,1,13.854666945082482,Men's 'Street' Shirt (black)
2023-12-01,82690000.0,1,17.266652745875966,Men's 'Street' Shirt (gray urban camo)
2023-12-01,8176000.0,1,1.7072457715598246,Men's 'Street' Shirt (white)
2023-12-01,7357000.0,1,1.536228857799123,Women's 'Avenue' Shirt (red patterned)
2023-12-01,2480666.67,3,0.517992622676968,Men's 'Esquire' Coat (black)
2023-12-01,140400.0,1,0.0293171852161202,Men's 'Esquire' Coat (green/gold)
2023-12-01,77240.0,3,0.0161286281060764,Men's 'Esquire' Coat (red/gold)
2023-12-01,4235.0,1,0.0008843182292754,Men's 'Esquire' Coat (silver)
2023-12-01,424950000.0,2,88.73460012528712,Men's 'Sterling' Dress Shirt (gold leather)
2023-12-01,545142.86,7,0.113832294842347,Men's 'Sterling' Dress Shirt (red/black leather)
2023-12-01,17200.0,613510,0.0035915640008352,Hydrogen Fuel Block
2023-12-01,17400.0,463379,0.0036333263729379,Helium Fuel Block
2023-12-01,16853819.28,83,3.519277360618083,Warp Disruption Field Generator II
2023-12-01,3732000.0,253,0.7792858634370432,Small Tractor Beam II
2023-12-01,1916000.0,249,0.4000835247442054,Micro Auxiliary Power Core II
2023-12-01,4576562.5,16,0.9556405303821256,Bomb Launcher II
2023-12-01,1219000.0,239,0.2545416579661724,Core Probe Launcher II
2023-12-01,1196000.0,154,0.2497389851743579,Expanded Probe Launcher II
2023-12-01,143842857.14,49,30.03609462100647,Siege Module II
2023-12-01,131187500.0,8,27.393505951138025,Triage Module II
2023-12-01,4971000.0,1,1.0380037586134891,Medium Remote Hull Repairer II
2023-12-01,75341081.08,37,15.732111313426602,Oracle
2023-12-01,75040303.03,33,15.669305289204427,Naga
2023-12-01,77555769.23,26,16.194564466485698,Talos
2023-12-01,74860000.0,109,15.631655878053872,Tornado
2023-12-01,17230.0,557631,0.0035978283566506,Oxygen Fuel Block
2023-12-01,391429032.26,31,81.73502448527876,Gistum B-Type Multispectrum Shield Hardener
2023-12-01,892940000.0,5,186.4564627270829,Gistum A-Type Multispectrum Shield Hardener
2023-12-01,1153720000.0,50,240.91041971183964,Pithum A-Type Multispectrum Shield Hardener
2023-12-01,567900000.0,11,118.58425558571729,Pithum B-Type Multispectrum Shield Hardener
2023-12-01,380000000.0,244,79.34850699519733,Pithum C-Type Multispectrum Shield Hardener
2023-12-01,95290.0,472,0.0198976821883483,"Exotic Dancers, Male"
2023-12-01,1994000000.0,1,416.3708498642723,Miasmos Quafe Ultra Edition
2023-12-01,2970000.0,454,0.6201712257256212,Large Micro Jump Drive
2023-12-01,5677913.04,23,1.1856155857172688,Micro Jump Drive Operation
2023-12-01,27400000000.0,1,5721.4449780747545,Miasmos Quafe Ultramarine Edition
2023-12-01,414800.0,186,0.0866151597410733,Large Ancillary Shield Booster
2023-12-01,97400.0,522,0.0203382752140321,Drone Damage Amplifier I
2023-12-01,390700.0,599,0.0815827939026936,Medium Processor Overclocking Unit I
2023-12-01,1444738.1,84,0.301678450615995,Large Processor Overclocking Unit I
2023-12-01,4612538.46,91,0.9631527375234912,Medium Processor Overclocking Unit II
2023-12-01,13794166.67,24,2.880385606598455,Large Processor Overclocking Unit II
2023-12-01,1127000.0,1669,0.2353309667989142,Reactive Armor Hardener
2023-12-01,1210000.0,4868,0.2526623512215494,Drone Damage Amplifier II
2023-12-01,46678.08,45,0.0097469367300062,Signature Radius Suppressor I
2023-12-01,630771.43,7,0.1317125558571727,Signature Masking
2023-12-01,1516.0,1464,0.0003165587805387,Eutectic Compact Cap Recharger
2023-12-01,11010.0,716,0.0022990185842555,Small Infectious Scoped Energy Neutralizer
2023-12-01,15510.0,1418,0.0032386719565671,Small Gremlin Compact Energy Neutralizer
2023-12-01,3584.0,781,0.000748381708081,Small I-a Enduring Armor Repairer
2023-12-01,4520.0,355,0.0009438296095218,Small ACM Compact Armor Repairer
2023-12-01,15020.0,471,0.0031363541449154,Medium I-a Enduring Armor Repairer
2023-12-01,17160.0,267,0.0035832115264147,Medium ACM Compact Armor Repairer
2023-12-01,37210.0,886,0.0077698893297139,Large I-a Enduring Armor Repairer
2023-12-01,36260.0,710,0.0075715180622259,Large ACM Compact Armor Repairer
2023-12-01,5102.0,1459,0.0010653581123407,Small Compact Pb-Acid Cap Battery
2023-12-01,4557.0,1042,0.0009515556483608,Medium F-RX Compact Capacitor Booster
2023-12-01,23010.0,1641,0.0048047609104197,Large Compact Pb-Acid Cap Battery
2023-12-01,13920000.0,5,2.906661098350386,'Seed' Micro Capacitor Booster I
2023-12-01,39030.0,1377,0.0081499269158488,Small F-RX Compact Capacitor Booster
2023-12-01,227800.0,1379,0.0475673418250156,Heavy F-RX Compact Capacitor Booster
2023-12-01,13890.0,1419,0.0029003967425349,Small Inductive Compact Remote Capacitor Transmitter
2023-12-01,12030.0,988,0.0025120066819795,Small Radiative Scoped Remote Capacitor Transmitter
2023-12-01,4233.0,795,0.0008839006055543,Small Knave Scoped Energy Nosferatu
2023-12-01,3082.0,1081,0.0006435581541031,Small Ghoul Compact Energy Nosferatu
2023-12-01,685.15,34,0.0001430674462309,Gatling Modal Laser I
2023-12-01,1309.61,38,0.0002734621006473,Gatling Afocal Maser I
2023-12-01,347900.0,144,0.0726456462727083,Gatling Modulated Energy Beam I
2023-12-01,13731.69,94,0.002867339736897,Gatling Anode Particle Stream I
2023-12-01,1897.22,50,0.0003961620380037,Dual Modal Pulse Laser I
2023-12-01,974.0,61,0.0002033827521403,Dual Afocal Pulse Maser I
2023-12-01,51131.94,31,0.0106769555230737,Dual Modulated Pulse Energy Beam I
2023-12-01,576.91,39,0.0001204656504489,Dual Anode Pulse Particle Stream I
2023-12-01,4045.0,2682,0.0008446439757778,EP-S Gaussian Scoped Mining Laser
2023-12-01,2001.0,1047,0.0004178325328878,Particle Bore Compact Mining Laser
2023-12-01,1001.0,346,0.0002090206723741,F-23 Compact Remote Sensor Booster
2023-12-01,10030.0,468,0.0020943829609521,Coadjunct Scoped Remote Sensor Booster
2023-12-01,10090.0,453,0.002106911672583,Linked Enduring Remote Sensor Booster
2023-12-01,14700.0,643,0.003069534349551,LFT Enduring Sensor Dampener
2023-12-01,15080.0,603,0.0031488828565462,Kapteyn Compact Sensor Dampener
2023-12-01,28000.0,782,0.0058467320943829,Phased Muon Scoped Sensor Dampener
2023-12-01,7803.0,565,0.0016293589475882,Baker Nunn Enduring Tracking Disruptor I
2023-12-01,12020.0,806,0.0025099185633743,Balmer Series Compact Tracking Disruptor I
2023-12-01,7800.0,679,0.0016287325120066,C-IR Compact Guidance Disruptor
2023-12-01,8008.0,624,0.0016721653789935,DDO Scoped Tracking Disruptor I
2023-12-01,7008.0,349,0.0014633535184798,F-293 Scoped Remote Tracking Computer
2023-12-01,8105.0,104,0.0016924201294633,P-S Compact Remote Tracking Computer
2023-12-01,8211.9,100,0.0017147421173522,Alfven Enduring Remote Tracking Computer
2023-12-01,9031.0,334,0.001885779912299,Deluge Enduring Burst Jammer
2023-12-01,9517.0,348,0.0019872624765086,Rash Compact Burst Jammer
2023-12-01,9912.0,301,0.0020697431614115,Cetus Scoped Burst Jammer
2023-12-01,25080.0,1312,0.005237001461683,J5 Enduring Warp Disruptor
2023-12-01,26780.0,794,0.0055919816245562,Faint Scoped Warp Disruptor
2023-12-01,26000.0,1074,0.0054291083733556,Initiated Compact Warp Disruptor
2023-12-01,25110.0,1491,0.0052432658174984,J5b Enduring Warp Scrambler
2023-12-01,87450.0,1675,0.018260597201921,Faint Epsilon Scoped Warp Scrambler
2023-12-01,44460.0,2265,0.009283775318438,Initiated Compact Warp Scrambler
2023-12-01,58940.0,587,0.0123073710586761,Type-D Restrained Expanded Cargo
2023-12-01,95670.0,1193,0.0199770306953434,Type-D Restrained Inertial Stabilizers
2023-12-01,97390.0,1139,0.020336187095427,Type-D Restrained Nanofiber Structure
2023-12-01,4001.0,504,0.0008354562539152,Type-D Restrained Overdrive Injector
2023-12-01,2000.0,250,0.0004176237210273,Type-D Restrained Reinforced Bulkheads
2023-12-01,900.4,222,0.0001880141992065,Mark I Compact Reinforced Bulkheads
2023-12-01,227302.33,86,0.0474634224263938,Medium Inefficient Hull Repair Unit
2023-12-01,189.1,108,3.9486322823136354e-05,Small Inefficient Hull Repair Unit
2023-12-01,363100.0,888,0.0758195865525161,Large Inefficient Hull Repair Unit
2023-12-01,208280.21,96,0.0434913781582793,Medium 'Hope' Hull Reconstructor I
2023-12-01,369900.0,453,0.0772395072040091,Medium Automated Structural Restoration
2023-12-01,238200.0,232,0.0497389851743579,Medium I-b Polarized Structural Regenerator
2023-12-01,1644.0,89,0.0003432866986844,Small 'Hope' Hull Reconstructor I
2023-12-01,1003.0,259,0.0002094382960952,Small Automated Structural Restoration
2023-12-01,9584.0,232,0.002001252871163,Small I-b Polarized Structural Regenerator
2023-12-01,345900.0,942,0.0722280225516809,Large 'Hope' Hull Reconstructor I
2023-12-01,318400.0,1136,0.0664856963875548,Large Automated Structural Restoration
2023-12-01,364700.0,1019,0.076153685529338,Large I-b Polarized Structural Regenerator
2023-12-01,879000.0,1652,0.1835456253915222,IFFA Compact Damage Control
2023-12-01,44830.0,664,0.0093610357068281,Extruded Compact Heat Sink
2023-12-01,1528.0,194,0.0003190645228648,Indirect Target Acquisition I
2023-12-01,1656.0,191,0.0003457924410106,Passive Targeting Array I
2023-12-01,1498.0,1539,0.0003128001670494,Suppressed Targeting System I
2023-12-01,1512.0,115,0.0003157235330966,41F Veiled Targeting Unit
2023-12-01,158400.0,1134,0.0330757987053664,Counterbalanced Compact Gyrostabilizer
2023-12-01,730300.0,2711,0.1524953017331384,500MN Cold-Gas Enduring Microwarpdrive
2023-12-01,102200.0,2603,0.0213405721444978,100MN Monopropellant Enduring Afterburner
2023-12-01,100300.0,2225,0.0209438296095218,5MN Cold-Gas Enduring Microwarpdrive
2023-12-01,552700.0,4426,0.1154103153059093,5MN Y-T8 Compact Microwarpdrive
2023-12-01,15260.0,1867,0.0031864689914387,50MN Cold-Gas Enduring Microwarpdrive
2023-12-01,61490.0,2394,0.012839841302986,1MN Y-S8 Compact Afterburner
2023-12-01,8472.0,7539,0.0017690540822718,1MN Monopropellant Enduring Afterburner
2023-12-01,6683.0,2073,0.0013954896638129,10MN Monopropellant Enduring Afterburner
2023-12-01,9903.0,692,0.0020678638546669,Medium Compact Pb-Acid Cap Battery
2023-12-01,761.4,669,0.0001589893505951,Type-E Enduring Cargo Scanner
2023-12-01,1111.0,231,0.0002319899770306,PL-0 Scoped Cargo Scanner
2023-12-01,3053.0,965,0.0006375026101482,Alumel-Wired Enduring Sensor Booster
2023-12-01,18760.0,2631,0.0039173105032365,F-90 Compact Sensor Booster
2023-12-01,4356.0,409,0.0009095844643975,Optical Compact Tracking Computer
2023-12-01,1010.0,735,0.0002108999791188,F-12 Enduring Tracking Computer
2023-12-01,3093.0,1312,0.0006458550845688,F-89 Compact Signal Amplifier
2023-12-01,6006.0,320,0.0012541240342451,Fourier Compact Tracking Enhancer
2023-12-01,3972.0,514,0.0008294007099603,Small C5-L Compact Shield Booster
2023-12-01,3813.0,445,0.0007961996241386,Small Clarity Ward Enduring Shield Booster
2023-12-01,3001.0,891,0.0006266443934015,M51 Benefactor Compact Shield Recharger
2023-12-01,950.0,755,0.0001983712674879,Ta3 Compact Ship Scanner
2023-12-01,1429.0,3327,0.000298392148674,ML-3 Scoped Survey Scanner
2023-12-01,4622.89,81,0.00096531426185,Dual Modal Light Laser I
2023-12-01,4003.0,117,0.0008358738776362,Dual Afocal Light Maser I
2023-12-01,216800.0,188,0.0452704113593652,Dual Modulated Light Energy Beam I
2023-12-01,70060.0,135,0.0146293589475882,Dual Anode Light Particle Stream I
2023-12-01,20260.0,117,0.0042305282940071,Small Focused Modal Pulse Laser I
2023-12-01,4024.97,90,0.0008404614742117,Small Focused Afocal Pulse Maser I
2023-12-01,407600.0,360,0.0851117143453748,Small Focused Modulated Pulse Energy Beam I
2023-12-01,90320.0,179,0.0188598872415953,Small Focused Anode Pulse Particle Stream I
2023-12-01,55890.0,314,0.0116704948841094,Small Focused Modal Laser I
2023-12-01,5047.0,193,0.0010538734600125,Small Focused Afocal Maser I
2023-12-01,798000.0,349,0.1666318646899144,Small Focused Modulated Energy Beam I
2023-12-01,75020.0,184,0.015665065775736,Small Focused Anode Particle Stream I
2023-12-01,5944.55,11,0.0012412925454165,Quad Modal Light Laser I
2023-12-01,3405.41,21,0.0007110899979118,Quad Afocal Light Maser I
2023-12-01,343753.2,25,0.0717797452495301,Quad Modulated Light Energy Beam I
2023-12-01,2001.0,5,0.0004178325328878,Quad Anode Light Particle Stream I
2023-12-01,12834.4,10,0.0026799749425767,Focused Modal Pulse Laser I
2023-12-01,19850.77,26,0.004145076216329,Focused Afocal Pulse Maser I
2023-12-01,1284722.22,18,0.2682652370014616,Focused Modulated Pulse Energy Beam I
2023-12-01,1976250.0,24,0.4126644393401545,Focused Anode Pulse Particle Stream I
2023-12-01,36186.95,59,0.0075562643558154,Focused Modal Medium Laser I
2023-12-01,34160.0,107,0.0071330131551472,Focused Afocal Medium Maser I
2023-12-01,402000.0,194,0.0839423679264982,Focused Modulated Medium Energy Beam I
2023-12-01,52202.37,76,0.0109004740029233,Focused Anode Medium Particle Stream I
2023-12-01,50050.0,109,0.0104510336187095,Heavy Modal Pulse Laser I
